t,ID,TICKET,ROLLER_1,ROLLER_2,ROLLER_3,ROLLER_4,ROLLER_5,ROLLER_6,ROLLER_7,ROLLER_8,ROLLER_9,ROLLER_10,PRIORITY_1,PRIORITY_2,PRIORITY_3,PRIORITY_4,PRIORITY_5,PRIORITY_6,PRIORITY_7,PRIORITY_8,PRIORITY_9,PRIORITY_10
7210,1996,0,1,5,1,1,3,2,1,4,1,0,0,0,1,0,0,1,0,0,1,1
7210,1997,1,5,2,5,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1
7220,1998,1,5,2,2,1,3,5,0,0,0,0,1,1,0,1,1,0,0,1,0,0
7220,1999,1,4,2,5,1,5,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1
7220,2000,1,5,2,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
7220,2001,0,2,2,2,5,1,5,4,1,1,0,1,0,0,0,0,0,1,1,1,1
7230,2002,0,3,1,3,4,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0
7230,2003,0,5,3,4,1,1,5,0,0,0,0,1,1,1,0,0,0,0,1,1,0
7230,2004,0,4,3,3,4,1,1,5,2,0,0,0,1,0,0,1,0,1,1,0,1
7230,2005,1,2,5,1,3,4,5,0,0,0,0,0,0,0,0,0,1,1,1,0,0
7240,2006,0,5,1,3,5,3,3,1,3,0,0,0,0,1,0,1,0,1,0,1,0
7240,2007,1,5,1,3,3,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1
7240,2008,1,3,4,4,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0
7240,2009,1,1,1,3,2,5,4,4,4,0,0,1,1,1,1,1,1,0,1,0,0
7250,2010,0,2,2,1,2,3,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0
7250,2011,0,2,4,4,3,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1
7250,2012,0,2,1,3,3,4,1,5,5,5,4,0,1,1,1,1,0,1,0,0,0
7250,2013,1,1,5,5,5,1,4,5,2,0,0,0,0,1,1,0,0,1,0,1,0
7260,2014,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,1
7260,2015,0,4,1,4,2,1,2,5,2,0,0,0,1,1,0,1,0,1,0,0,0
7260,2016,1,5,3,3,5,2,4,2,5,2,1,0,1,0,0,1,1,1,0,0,1
7260,2017,1,1,5,1,4,5,3,2,0,0,0,0,0,1,1,1,1,0,1,0,0
7270,2018,0,5,4,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0
7270,2019,0,4,3,1,3,3,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1
7270,2020,0,5,4,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
7270,2021,1,3,3,1,2,1,5,1,5,3,0,1,1,0,1,1,1,1,1,1,1
7280,2022,0,2,1,5,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1
7280,2023,0,1,2,4,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1
7280,2024,0,2,4,2,4,2,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0
7280,2025,0,4,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1
7290,2026,1,5,4,5,1,1,3,3,0,0,0,0,1,0,1,1,1,0,1,1,1
7290,2027,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0
7290,2028,0,4,2,2,4,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1
7290,2029,0,2,2,2,5,2,5,2,2,1,5,0,1,1,0,1,0,1,1,1,1
7300,2030,0,4,4,5,3,3,2,5,3,1,0,1,0,1,1,0,1,0,1,0,0
7300,2031,0,3,5,2,1,4,1,1,3,3,3,1,1,1,0,0,0,0,1,0,1
7300,2032,1,3,4,5,3,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1
7300,2033,1,3,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1
7310,2034,0,1,3,5,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
7310,2035,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
7310,2036,1,3,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0
7310,2037,1,3,1,3,2,2,2,2,0,0,0,0,1,0,1,0,1,1,0,1,0
7320,2038,1,5,4,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
7320,2039,0,5,5,1,5,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1
7320,2040,0,1,2,2,2,1,2,5,3,0,0,0,1,0,1,1,1,0,1,0,0
7320,2041,0,2,3,4,5,1,5,0,0,0,0,0,1,0,0,1,0,0,0,1,0
7330,2042,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1
7330,2043,1,4,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1
7330,2044,0,3,3,2,5,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1
7330,2045,1,3,3,5,4,1,5,4,5,4,0,1,1,0,0,0,0,1,0,0,0
7340,2046,1,4,1,2,1,5,4,1,4,1,0,0,0,1,0,0,1,0,1,1,0
7340,2047,0,4,4,3,1,5,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1
7340,2048,1,1,3,5,1,4,1,0,0,0,0,1,0,0,1,1,1,1,1,1,0
7340,2049,1,4,5,4,5,5,1,2,3,0,0,0,0,0,0,1,0,0,0,1,0
7350,2050,1,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
7350,2051,1,3,5,2,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1
7350,2052,0,2,5,5,2,1,5,5,4,4,0,0,0,1,0,1,0,1,0,0,0
7350,2053,1,5,1,5,4,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
7360,2054,1,3,4,4,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
7360,2055,1,5,2,2,5,2,5,5,4,1,0,1,0,1,1,0,0,1,1,0,1
7360,2056,1,5,5,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1
7360,2057,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1
7370,2058,0,4,5,4,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
7370,2059,0,3,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0
7370,2060,0,4,2,1,3,3,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1
7370,2061,0,2,3,2,1,2,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1
7380,2062,0,1,4,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0
7380,2063,0,3,3,3,4,5,3,3,4,0,0,1,0,0,1,0,0,0,0,1,0
7380,2064,0,2,1,4,1,2,1,5,1,2,0,0,0,1,0,1,0,1,1,0,1
7380,2065,0,3,4,2,2,1,4,1,4,4,1,1,0,0,1,1,1,0,1,1,0
7390,2066,1,1,1,4,1,5,4,4,4,5,0,1,0,0,0,1,1,0,0,0,0
7390,2067,1,5,4,5,2,2,3,1,3,0,0,1,1,1,1,0,0,0,0,0,1
7390,2068,1,4,4,4,5,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,1
7390,2069,0,4,5,3,5,3,4,5,0,0,0,1,1,1,0,1,0,0,1,1,0
7400,2070,1,2,5,3,5,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1
7400,2071,0,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1
7400,2072,0,2,5,3,4,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
7400,2073,1,4,5,3,4,4,1,1,4,0,0,0,1,1,1,1,1,0,1,1,1
7410,2074,0,5,4,5,2,3,4,1,0,0,0,0,1,1,1,1,1,1,0,1,1
7410,2075,1,1,4,3,1,3,1,1,5,2,0,0,0,1,1,0,0,0,1,1,1
7410,2076,1,2,2,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0
7410,2077,1,1,4,4,5,5,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1
7420,2078,0,2,5,5,5,1,3,2,0,0,0,1,1,0,0,0,1,0,0,0,1
7420,2079,0,5,3,1,1,4,1,1,5,0,0,1,0,0,1,0,1,1,0,1,0
7420,2080,0,2,1,5,5,2,1,2,2,5,1,0,0,0,1,0,0,0,0,1,1
7420,2081,1,1,4,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1
7430,2082,1,2,4,4,1,4,5,2,1,1,0,1,0,0,0,1,0,0,0,1,1
7430,2083,1,2,5,1,2,4,3,0,0,0,0,1,0,0,1,0,1,1,1,0,0
7430,2084,0,3,2,5,2,4,3,3,3,3,2,0,1,0,1,1,1,0,1,0,0
7430,2085,1,4,5,5,4,4,4,2,0,0,0,1,1,1,1,0,1,1,0,0,1
7440,2086,1,4,5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1
7440,2087,0,4,4,5,4,4,2,3,1,2,0,1,0,0,1,1,1,0,0,0,0
7440,2088,0,3,5,2,4,3,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1
7440,2089,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0
7450,2090,0,2,1,5,3,2,5,0,0,0,0,1,0,1,0,1,0,0,0,0,1
7450,2091,1,4,4,2,1,4,3,3,0,0,0,1,0,0,1,1,0,1,1,1,0
7450,2092,0,3,4,3,3,3,4,1,1,3,5,1,0,1,1,1,1,0,1,1,0
7450,2093,0,5,5,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
7460,2094,1,1,4,1,2,5,5,2,5,0,0,0,1,0,1,1,1,0,0,1,1
7460,2095,1,3,5,2,3,2,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0
7460,2096,0,5,2,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1
7460,2097,0,2,5,1,2,5,1,4,3,4,1,0,0,0,1,1,1,0,0,0,1
7470,2098,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1
7470,2099,0,1,2,2,4,4,4,5,4,4,5,1,0,1,1,1,0,0,0,1,0
7470,2100,1,1,5,2,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1
7470,2101,1,4,5,2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1
7480,2102,1,3,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
7480,2103,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0
7480,2104,1,3,2,4,3,2,4,3,0,0,0,1,1,0,1,1,0,1,1,0,0
7480,2105,1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
7490,2106,0,4,3,4,1,3,2,4,2,3,5,1,0,1,0,1,0,1,1,0,1
7490,2107,1,1,5,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1
7490,2108,0,2,3,4,2,2,4,5,0,0,0,1,0,1,0,1,1,0,0,1,0
7490,2109,0,2,3,1,5,1,3,4,0,0,0,0,1,1,1,1,0,1,1,1,1
7500,2110,0,4,4,4,1,1,5,2,0,0,0,1,0,0,1,0,1,1,0,1,0
7500,2111,1,2,1,1,5,5,2,2,4,2,5,1,1,0,1,1,0,0,1,0,1
7500,2112,1,5,2,1,3,4,3,4,0,0,0,1,0,0,0,0,0,0,0,1,1
7500,2113,0,5,2,3,1,5,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1
7510,2114,0,2,3,2,2,4,5,0,0,0,0,1,1,0,0,0,1,0,1,1,1
7510,2115,1,3,3,5,2,4,4,3,2,4,0,1,0,0,0,1,1,0,0,1,1
7510,2116,1,3,3,4,1,3,3,1,2,5,1,1,0,1,1,0,1,1,0,0,1
7510,2117,0,5,5,3,3,2,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
7520,2118,1,2,2,3,4,4,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1
7520,2119,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
7520,2120,0,3,2,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
7520,2121,0,2,2,4,5,4,3,1,1,3,5,0,1,0,1,1,0,1,1,1,0
7530,2122,0,4,2,3,1,2,1,0,0,0,0,0,1,1,1,1,0,0,1,0,1
7530,2123,1,4,3,3,2,3,2,5,0,0,0,1,0,0,1,1,1,1,0,0,1
7530,2124,0,4,5,1,3,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0
7530,2125,0,2,5,2,3,5,2,4,0,0,0,1,1,1,1,1,0,0,1,1,0
7540,2126,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0
7540,2127,1,5,5,2,4,1,3,5,0,0,0,0,1,1,1,1,0,1,1,1,0
7540,2128,0,5,4,3,5,5,3,1,4,3,4,1,1,0,0,1,0,0,1,0,0
7540,2129,1,2,1,2,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1
7550,2130,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1
7550,2131,0,5,3,5,4,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1
7550,2132,1,4,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
7550,2133,0,1,4,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0
7560,2134,1,2,2,1,3,3,2,0,0,0,0,1,0,1,1,1,0,0,0,1,1
7560,2135,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1
7560,2136,0,5,4,1,5,4,3,2,0,0,0,0,1,0,0,0,0,1,1,1,1
7560,2137,0,2,3,5,1,4,5,3,4,2,0,1,0,1,1,0,0,0,0,1,1
7570,2138,0,2,5,3,4,3,2,0,0,0,0,0,1,0,1,1,0,0,0,0,1
7570,2139,1,4,2,4,4,3,2,1,3,1,0,0,1,1,0,1,1,0,0,1,1
7570,2140,1,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
7570,2141,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1
7580,2142,1,5,4,4,5,1,1,3,1,0,0,0,0,1,1,0,0,0,0,1,1
7580,2143,1,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0
7580,2144,1,1,4,3,5,2,1,1,5,1,3,1,1,0,0,1,1,1,1,1,1
7580,2145,0,3,2,5,1,5,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0
7590,2146,0,2,1,5,1,3,2,3,4,5,0,1,1,1,0,1,0,0,0,1,1
7590,2147,1,1,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
7590,2148,0,2,3,2,5,3,1,2,0,0,0,0,1,0,1,1,1,0,1,1,1
7590,2149,1,1,3,4,3,2,2,0,0,0,0,1,0,1,0,1,1,1,0,1,1
7600,2150,1,1,1,4,5,3,3,0,0,0,0,0,1,1,1,1,0,0,1,0,1
7600,2151,0,1,1,2,4,4,4,4,1,4,5,0,0,0,1,1,0,0,1,0,0
7600,2152,1,2,5,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1
7600,2153,0,2,4,3,4,3,3,0,0,0,0,0,1,1,0,1,1,1,1,1,1
7610,2154,0,4,4,4,3,5,5,0,0,0,0,0,1,1,1,0,1,0,0,0,0
7610,2155,1,5,2,2,1,5,1,5,0,0,0,0,1,0,0,0,0,1,1,0,0
7610,2156,1,5,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0
7610,2157,1,5,3,4,1,5,5,1,3,3,2,0,1,0,1,1,0,1,0,0,1
7620,2158,1,1,4,4,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0
7620,2159,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0
7620,2160,0,3,1,2,1,4,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0
7620,2161,1,4,5,1,1,3,5,3,3,0,0,1,1,0,1,1,1,0,0,0,0
7630,2162,1,2,2,2,4,2,4,1,1,4,3,0,0,0,1,0,0,1,0,0,0
7630,2163,1,3,2,1,2,4,4,4,0,0,0,0,1,1,0,1,1,0,0,0,0
7630,2164,0,5,5,5,4,1,4,5,2,5,0,1,0,0,0,1,1,1,0,1,1
7630,2165,0,5,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1
7640,2166,1,2,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1
7640,2167,1,5,1,3,2,2,3,5,1,0,0,1,0,1,0,0,0,0,1,1,1
7640,2168,1,3,4,5,3,4,3,2,2,0,0,0,1,0,0,0,0,1,0,1,1
7640,2169,1,2,2,1,5,2,4,5,3,5,4,1,0,0,1,1,0,1,1,1,1
7650,2170,1,5,1,5,1,1,5,3,2,0,0,0,1,0,1,0,0,0,1,1,0
7650,2171,1,5,3,5,5,1,4,2,5,3,1,0,1,1,1,0,0,0,0,0,1
7650,2172,0,1,3,3,1,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1
7650,2173,1,4,3,4,3,1,4,4,0,0,0,0,0,0,0,1,1,1,0,1,0
7660,2174,0,3,1,4,2,3,2,0,0,0,0,0,0,0,1,1,0,1,1,1,0
7660,2175,0,3,5,2,2,1,3,3,4,3,0,1,0,1,1,1,1,0,0,0,0
7660,2176,0,1,4,2,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0
7660,2177,0,2,5,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0
7670,2178,0,2,3,3,5,4,4,3,0,0,0,0,0,0,1,1,0,0,1,1,0
7670,2179,0,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0
7670,2180,1,3,3,2,4,4,2,3,3,0,0,1,1,0,1,1,1,0,1,1,1
7670,2181,1,2,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1
7680,2182,1,4,3,4,2,1,5,5,3,2,2,1,0,0,1,0,0,1,0,1,0
7680,2183,0,1,2,4,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
7680,2184,1,1,3,1,4,2,4,0,0,0,0,1,0,1,1,0,1,1,1,1,1
7680,2185,1,3,3,5,5,3,2,4,4,5,1,1,0,0,1,1,1,1,0,0,1
7690,2186,1,1,1,5,2,5,3,5,0,0,0,0,1,0,0,1,0,1,0,1,0
7690,2187,1,5,2,3,3,3,5,5,0,0,0,1,1,0,0,0,0,0,0,0,1
7690,2188,0,5,4,3,4,3,1,4,2,0,0,0,0,1,1,0,1,1,1,1,1
7690,2189,0,2,4,2,5,4,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1
7700,2190,1,1,3,4,5,1,1,2,4,4,0,1,0,0,1,0,1,1,1,1,0
7700,2191,1,4,2,3,1,3,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1
7700,2192,1,1,5,3,5,3,5,5,0,0,0,1,0,0,0,1,0,1,1,1,0
7700,2193,0,4,5,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
7710,2194,1,2,5,5,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0
7710,2195,0,2,2,2,1,3,1,0,0,0,0,1,1,0,1,1,0,0,0,1,1
7710,2196,0,5,4,5,5,4,2,5,3,0,0,1,1,1,0,1,1,0,1,0,0
7710,2197,0,1,1,3,4,5,2,2,4,0,0,1,0,0,0,0,0,0,1,1,0
7720,2198,1,5,3,2,2,1,4,0,0,0,0,1,1,1,0,0,0,0,1,1,0
7720,2199,1,4,1,3,5,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0
7720,2200,0,4,2,1,2,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0
7720,2201,0,4,3,3,1,3,3,1,3,3,3,1,0,1,1,1,1,1,0,0,0
7730,2202,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
7730,2203,0,5,1,1,3,5,2,2,4,0,0,1,1,1,1,0,1,1,0,0,0
7730,2204,0,3,1,5,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1
7730,2205,0,3,2,5,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1
7740,2206,1,4,3,1,4,5,1,0,0,0,0,1,0,1,1,0,1,1,0,0,1
7740,2207,1,5,4,3,2,2,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1
7740,2208,1,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
7740,2209,0,4,1,3,4,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1
7750,2210,0,3,3,3,3,3,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1
7750,2211,1,1,5,4,4,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1
7750,2212,0,3,4,3,1,4,2,1,1,5,0,1,0,0,0,1,0,1,1,1,1
7750,2213,0,1,2,3,2,3,2,5,1,0,0,1,1,0,0,1,1,0,1,0,1
7760,2214,1,1,2,4,1,2,1,4,5,4,2,0,1,1,0,0,0,1,1,0,0
7760,2215,1,2,2,1,3,2,1,5,0,0,0,1,0,0,0,1,0,1,1,1,0
7760,2216,1,5,4,1,2,5,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
7760,2217,0,2,2,1,2,3,1,3,3,5,3,0,1,1,0,1,0,1,0,1,0
7770,2218,1,1,3,5,2,5,5,0,0,0,0,1,1,0,0,1,0,0,0,0,1
7770,2219,0,2,3,2,3,1,5,2,0,0,0,0,1,1,0,0,1,1,0,0,0
7770,2220,0,2,3,3,1,2,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1
7770,2221,1,4,4,3,4,4,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1
7780,2222,1,3,2,4,5,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1
7780,2223,0,1,5,2,5,1,2,2,0,0,0,0,0,1,1,1,1,0,1,1,1
7780,2224,1,2,1,5,4,2,4,0,0,0,0,0,0,1,1,1,0,0,1,0,0
7780,2225,1,3,2,1,2,1,3,5,1,1,3,0,1,0,0,1,1,0,0,0,0
7790,2226,0,3,1,1,4,2,2,0,0,0,0,1,0,0,0,1,1,0,0,0,0
7790,2227,0,2,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0
7790,2228,0,4,2,5,3,4,2,0,0,0,0,0,0,0,0,1,1,1,1,0,1
7790,2229,0,3,5,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0
7800,2230,1,4,4,3,1,4,3,3,5,2,0,1,0,1,0,0,0,1,1,1,1
7800,2231,1,1,2,4,5,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0
7800,2232,1,2,1,3,1,2,5,1,0,0,0,0,0,1,1,0,0,1,0,1,1
7800,2233,1,3,1,4,5,1,1,3,1,0,0,1,1,0,1,0,1,1,1,0,1
7810,2234,1,5,2,5,5,4,3,4,0,0,0,0,0,0,1,0,0,0,1,1,0
7810,2235,0,3,2,4,4,1,2,3,0,0,0,1,1,0,1,1,1,1,0,0,0
7810,2236,1,4,3,5,5,1,3,4,4,4,0,1,1,0,1,1,1,1,0,1,1
7810,2237,0,4,4,1,5,5,3,0,0,0,0,0,0,1,0,0,1,0,1,1,0
7820,2238,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1
7820,2239,1,3,1,1,4,5,5,3,0,0,0,1,0,1,0,1,0,1,0,1,0
7820,2240,0,4,2,4,2,4,2,5,4,2,0,1,1,0,1,0,1,0,0,1,0
7820,2241,0,3,1,2,2,5,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
7830,2242,0,5,3,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0
7830,2243,0,4,1,5,5,3,5,0,0,0,0,1,0,0,1,1,0,1,0,1,1
7830,2244,0,3,4,2,4,3,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1
7830,2245,1,1,5,3,1,4,2,1,5,4,3,0,1,0,1,1,1,1,1,0,0
7840,2246,1,5,5,5,5,5,5,0,0,0,0,1,1,1,1,0,1,1,1,0,0
7840,2247,1,3,1,4,2,4,5,3,3,2,2,1,0,0,1,1,1,0,0,1,1
7840,2248,0,4,3,2,1,4,4,5,0,0,0,1,0,1,0,1,1,1,0,1,0
7840,2249,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
7850,2250,0,2,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0
7850,2251,1,5,1,3,5,2,5,1,0,0,0,1,1,1,1,1,1,0,1,0,0
7850,2252,1,2,2,4,2,5,2,5,2,0,0,0,1,0,0,0,0,0,1,0,0
7850,2253,0,5,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0
7860,2254,1,1,3,4,5,1,3,4,2,0,0,0,0,1,1,1,1,0,1,0,1
7860,2255,0,4,4,4,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1
7860,2256,1,3,1,3,3,4,1,3,3,0,0,1,1,0,1,0,1,0,1,1,1
7860,2257,1,4,1,3,2,5,1,1,5,2,0,0,0,0,0,0,1,0,0,0,0
7870,2258,0,3,4,5,1,4,2,1,4,4,5,1,1,0,0,1,0,1,1,0,1
7870,2259,1,5,5,1,4,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1
7870,2260,0,3,3,1,4,2,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
7870,2261,1,4,3,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0
7880,2262,0,2,4,5,4,2,3,2,5,3,2,1,1,0,0,0,1,1,0,0,1
7880,2263,1,1,1,5,3,2,4,3,1,2,2,0,1,0,0,0,1,1,0,1,0
7880,2264,0,4,3,3,3,1,3,3,3,4,0,0,1,1,1,1,1,0,0,0,1
7880,2265,0,4,2,2,4,2,2,5,2,4,3,1,1,0,1,0,0,0,1,0,0
7890,2266,0,3,4,2,2,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1
7890,2267,0,3,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
7890,2268,1,4,5,5,4,4,2,0,0,0,0,0,0,0,0,1,1,0,1,1,1
7890,2269,1,1,5,4,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1
7900,2270,1,3,1,4,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0
7900,2271,0,3,2,4,3,2,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0
7900,2272,0,4,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0
7900,2273,1,3,1,5,2,5,3,4,0,0,0,1,0,0,1,0,1,0,1,1,1
7910,2274,1,2,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
7910,2275,1,2,2,3,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
7910,2276,0,2,3,1,2,5,5,2,0,0,0,0,0,0,1,0,1,1,1,1,0
7910,2277,1,3,5,3,5,4,3,1,3,2,1,0,1,1,0,1,1,0,1,0,0
7920,2278,0,5,5,2,1,2,4,5,1,2,1,0,0,0,0,0,1,1,0,1,1
7920,2279,0,2,5,2,3,5,2,0,0,0,0,1,0,0,1,0,1,0,0,1,1
7920,2280,0,5,1,1,4,3,5,4,0,0,0,0,1,0,0,1,0,1,0,0,1
7920,2281,0,5,5,1,5,2,4,0,0,0,0,0,0,0,1,1,0,0,0,0,1
7930,2282,1,4,1,5,5,5,5,1,4,2,1,0,1,1,0,0,0,0,0,0,0
