t,ID,TICKET,ROLLER_1,ROLLER_2,ROLLER_3,ROLLER_4,ROLLER_5,ROLLER_6,ROLLER_7,ROLLER_8,ROLLER_9,ROLLER_10,PRIORITY_1,PRIORITY_2,PRIORITY_3,PRIORITY_4,PRIORITY_5,PRIORITY_6,PRIORITY_7,PRIORITY_8,PRIORITY_9,PRIORITY_10
14900,1490,1,2,5,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
14910,1491,1,4,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0
14920,1492,1,3,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
14930,1493,1,4,1,2,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
14940,1494,1,5,4,5,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
14950,1495,1,1,5,3,3,3,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
14960,1496,0,4,3,5,4,3,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0
14970,1497,0,3,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0
14980,1498,0,5,2,1,1,1,3,5,0,0,0,0,1,0,0,1,0,0,0,0,0
14990,1499,0,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
15000,1500,1,3,3,3,5,4,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0
15010,1501,0,2,5,5,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
15020,1502,1,4,4,2,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0
15030,1503,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
15040,1504,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
15050,1505,1,5,5,2,1,4,4,3,0,0,0,0,0,1,1,1,1,0,0,0,0
15060,1506,1,3,3,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0
15070,1507,1,4,2,5,3,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
15080,1508,0,1,3,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15090,1509,1,5,5,3,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
15100,1510,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0
15110,1511,1,3,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
15120,1512,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
15130,1513,1,4,4,2,5,2,5,4,0,0,0,0,1,0,0,1,0,0,0,0,0
15140,1514,0,3,4,3,1,2,2,1,0,0,0,0,1,1,0,0,1,1,0,0,0
15150,1515,0,4,3,3,5,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0
15160,1516,0,4,4,3,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0
15170,1517,0,2,4,4,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0
15180,1518,0,1,3,5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
15190,1519,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
15200,1520,0,1,3,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0
15210,1521,1,1,2,5,2,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0
15220,1522,0,4,2,5,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
15230,1523,1,4,4,4,2,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0
15240,1524,0,3,1,3,3,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
15250,1525,1,5,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
15260,1526,1,3,3,4,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0
15270,1527,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0
15280,1528,1,4,4,2,4,4,4,2,0,0,0,0,1,0,1,0,1,1,0,0,0
15290,1529,0,4,3,1,1,5,3,0,0,0,0,0,0,1,0,1,1,0,0,0,0
15300,1530,1,1,4,4,5,2,4,0,0,0,0,0,0,1,0,0,1,1,0,0,0
15310,1531,0,4,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
15320,1532,1,3,3,3,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0
15330,1533,0,4,2,5,5,4,3,0,0,0,0,1,1,1,1,1,1,1,0,0,0
15340,1534,1,4,2,2,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0
15350,1535,1,3,4,3,3,2,5,0,0,0,0,1,0,0,1,1,0,0,0,0,0
15360,1536,1,4,4,3,2,5,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0
15370,1537,0,1,2,4,3,1,2,0,0,0,0,0,1,1,0,0,1,1,0,0,0
15380,1538,0,2,3,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
15390,1539,0,5,1,2,4,1,2,2,0,0,0,0,1,0,0,1,0,1,0,0,0
15400,1540,0,3,2,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0
15410,1541,1,3,5,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
15420,1542,1,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0
15430,1543,0,2,2,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0
15440,1544,1,4,1,4,2,5,1,4,0,0,0,0,1,0,0,0,0,1,0,0,0
15450,1545,0,1,3,4,5,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
15460,1546,1,4,5,5,4,5,1,2,0,0,0,1,0,0,1,0,1,0,0,0,0
15470,1547,1,1,2,2,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0
15480,1548,1,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
15490,1549,0,3,5,4,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
15500,1550,1,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
15510,1551,1,4,1,2,5,5,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0
15520,1552,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0
15530,1553,0,3,5,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
15540,1554,0,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
15550,1555,0,2,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
15560,1556,1,2,3,4,2,5,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0
15570,1557,0,3,1,4,4,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0
15580,1558,1,5,1,5,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
15590,1559,1,4,3,2,3,5,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
15600,1560,0,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
15610,1561,1,1,5,3,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0
15620,1562,0,5,4,4,3,1,4,2,0,0,0,0,1,1,0,1,1,0,0,0,0
15630,1563,1,3,4,2,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
15640,1564,0,1,1,2,2,2,5,5,0,0,0,0,0,1,0,0,0,0,0,0,0
15650,1565,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
15660,1566,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15670,1567,1,1,2,3,1,2,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0
15680,1568,0,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15690,1569,0,3,4,2,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0
15700,1570,1,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
15710,1571,0,3,5,3,1,4,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0
15720,1572,1,4,1,5,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
15730,1573,0,2,5,3,5,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
15740,1574,1,2,4,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
15750,1575,1,5,4,5,1,4,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
15760,1576,1,3,2,4,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
15770,1577,1,4,2,4,1,5,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0
15780,1578,1,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0
15790,1579,0,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
15800,1580,0,2,3,1,2,5,5,3,0,0,0,1,1,0,0,1,1,0,0,0,0
15810,1581,1,5,2,2,2,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0
15820,1582,0,5,5,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0
15830,1583,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15840,1584,1,5,5,3,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0
15850,1585,0,3,4,3,2,4,4,2,0,0,0,1,1,1,1,1,0,0,0,0,0
15860,1586,0,4,4,3,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0
15870,1587,1,2,3,3,2,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0
15880,1588,1,5,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0
15890,1589,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
15900,1590,1,3,2,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0
15910,1591,0,3,5,3,1,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
15920,1592,0,5,2,5,2,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0
15930,1593,0,1,3,2,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
15940,1594,1,2,4,4,2,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0
15950,1595,0,3,5,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0
15960,1596,0,1,3,5,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
15970,1597,0,4,3,2,5,4,2,2,0,0,0,1,1,0,1,1,1,0,0,0,0
15980,1598,0,3,3,1,1,2,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15990,1599,1,4,4,4,2,4,1,5,0,0,0,0,0,1,0,1,0,0,0,0,0
16000,1600,1,4,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
16010,1601,0,2,4,4,5,2,5,0,0,0,0,0,0,0,1,1,0,1,0,0,0
16020,1602,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
16030,1603,0,2,4,3,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0
16040,1604,1,2,2,3,4,5,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16050,1605,1,3,4,3,1,2,2,3,0,0,0,0,0,1,1,1,1,0,0,0,0
16060,1606,1,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
16070,1607,1,2,2,1,2,4,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0
16080,1608,1,3,5,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
16090,1609,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
16100,1610,0,5,5,4,5,2,2,0,0,0,0,0,1,0,1,0,1,0,0,0,0
16110,1611,0,5,4,5,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
16120,1612,1,2,1,4,4,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0
16130,1613,0,1,1,3,2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
16140,1614,0,2,2,5,5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
16150,1615,0,4,4,3,2,3,5,4,0,0,0,0,0,1,0,0,0,0,0,0,0
16160,1616,1,5,4,2,4,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
16170,1617,1,2,5,2,4,3,1,4,0,0,0,1,1,0,0,1,1,1,0,0,0
16180,1618,0,5,2,1,5,3,2,2,0,0,0,1,1,0,1,1,1,1,0,0,0
16190,1619,0,2,2,1,3,2,5,1,0,0,0,1,1,0,1,0,1,0,0,0,0
16200,1620,1,5,4,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0
16210,1621,0,3,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16220,1622,0,2,3,5,2,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0
16230,1623,1,2,3,2,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
16240,1624,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
16250,1625,1,3,4,5,2,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0
16260,1626,1,5,5,5,5,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
16270,1627,1,3,5,5,2,3,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0
16280,1628,0,2,5,2,3,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
16290,1629,1,4,2,4,4,1,4,5,0,0,0,0,0,1,0,0,1,0,0,0,0
16300,1630,0,3,3,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0
16310,1631,1,2,1,4,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
16320,1632,0,3,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0
16330,1633,0,4,1,2,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0
16340,1634,0,3,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0
16350,1635,1,2,5,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
16360,1636,1,4,5,3,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0
16370,1637,0,2,2,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0
16380,1638,1,2,5,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
16390,1639,1,2,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0
16400,1640,0,4,5,5,4,5,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0
16410,1641,0,3,3,4,2,5,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
16420,1642,1,5,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
16430,1643,0,2,5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
16440,1644,1,1,2,4,3,2,5,0,0,0,0,1,1,0,1,0,1,1,0,0,0
16450,1645,1,3,5,1,5,3,2,0,0,0,0,1,0,0,0,1,1,1,0,0,0
16460,1646,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
16470,1647,1,1,3,5,3,2,5,0,0,0,0,0,1,1,1,0,0,0,0,0,0
16480,1648,1,2,3,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
16490,1649,0,4,3,4,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
16500,1650,1,2,4,3,4,5,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0
16510,1651,0,2,2,4,1,5,4,5,0,0,0,1,1,0,1,1,0,0,0,0,0
16520,1652,0,5,2,1,2,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
16530,1653,1,4,3,5,5,3,2,2,0,0,0,0,0,0,0,1,0,1,0,0,0
16540,1654,0,1,3,3,5,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0
16550,1655,0,4,4,2,4,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
16560,1656,0,1,3,5,1,3,3,5,0,0,0,0,1,0,0,1,1,1,0,0,0
16570,1657,0,4,4,2,2,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0
16580,1658,1,4,1,4,2,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0
16590,1659,0,3,3,5,3,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0
16600,1660,0,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
16610,1661,1,3,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
16620,1662,0,3,5,5,1,1,1,5,0,0,0,0,0,0,0,0,1,0,0,0,0
16630,1663,0,5,5,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0
16640,1664,1,2,1,2,2,3,2,4,0,0,0,0,1,0,1,1,0,1,0,0,0
16650,1665,1,4,5,4,5,2,5,0,0,0,0,1,0,0,1,1,0,1,0,0,0
16660,1666,0,3,5,5,3,1,3,4,0,0,0,1,1,1,0,0,0,1,0,0,0
16670,1667,0,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0
16680,1668,1,5,5,3,5,2,4,3,0,0,0,1,1,0,0,0,1,1,0,0,0
16690,1669,0,5,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0
16700,1670,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
16710,1671,1,5,4,4,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0
16720,1672,0,2,1,4,4,3,5,0,0,0,0,1,1,0,0,0,0,1,0,0,0
16730,1673,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16740,1674,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0
16750,1675,0,1,4,5,3,3,4,5,0,0,0,0,1,0,1,0,0,0,0,0,0
16760,1676,1,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
16770,1677,1,1,1,3,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0
16780,1678,0,4,2,2,1,3,4,4,0,0,0,1,1,0,1,1,1,0,0,0,0
16790,1679,1,1,5,1,1,4,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0
16800,1680,0,3,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
16810,1681,1,5,1,5,2,3,1,3,0,0,0,0,1,0,1,1,1,1,0,0,0
16820,1682,1,1,1,4,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
16830,1683,0,1,4,3,3,4,5,0,0,0,0,1,1,1,1,1,0,1,0,0,0
16840,1684,1,3,4,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0
16850,1685,0,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
16860,1686,1,1,5,2,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
16870,1687,0,3,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0
16880,1688,0,4,2,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0
16890,1689,0,5,4,2,2,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0
16900,1690,0,5,1,5,5,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
16910,1691,1,2,3,5,4,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0
16920,1692,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
16930,1693,0,3,4,1,5,3,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0
16940,1694,0,3,1,5,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
16950,1695,0,4,5,3,5,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0
16960,1696,0,3,1,2,3,3,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0
16970,1697,0,2,1,5,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0
16980,1698,0,2,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
16990,1699,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
17000,1700,1,4,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
17010,1701,1,5,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
17020,1702,1,4,1,5,2,2,2,2,0,0,0,0,0,0,1,1,0,1,0,0,0
17030,1703,1,1,4,5,5,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0
17040,1704,1,4,5,1,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
17050,1705,1,4,3,1,2,3,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0
17060,1706,1,1,2,5,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0
17070,1707,1,1,4,3,2,1,5,5,0,0,0,1,1,0,1,1,0,1,0,0,0
17080,1708,1,1,4,1,2,1,4,2,0,0,0,1,1,0,1,0,0,1,0,0,0
17090,1709,0,1,4,5,4,2,5,3,0,0,0,1,0,1,0,0,1,0,0,0,0
17100,1710,1,1,1,5,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
17110,1711,1,4,4,5,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
17120,1712,0,5,1,2,1,2,4,1,0,0,0,0,0,1,0,0,1,1,0,0,0
17130,1713,0,1,1,3,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0
17140,1714,1,1,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
17150,1715,0,2,5,2,5,2,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0
17160,1716,0,2,3,4,3,5,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
17170,1717,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
17180,1718,1,5,3,1,4,4,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0
17190,1719,0,1,5,4,3,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
17200,1720,1,5,4,1,1,3,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
17210,1721,0,1,5,3,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0
17220,1722,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
17230,1723,0,1,4,4,3,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0
17240,1724,1,2,3,3,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0
17250,1725,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0
17260,1726,0,4,5,3,3,5,5,0,0,0,0,0,0,1,0,1,1,0,0,0,0
17270,1727,1,5,3,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
17280,1728,0,2,2,1,3,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
17290,1729,0,4,3,4,3,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
17300,1730,1,5,3,4,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0
17310,1731,0,5,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
17320,1732,1,3,4,2,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
17330,1733,0,3,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0
17340,1734,1,3,2,5,3,2,2,1,0,0,0,1,0,0,0,0,1,1,0,0,0
17350,1735,0,4,1,2,5,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0
17360,1736,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0
17370,1737,1,1,1,1,2,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
17380,1738,0,3,1,3,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0
17390,1739,0,2,5,4,4,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0
17400,1740,0,3,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0
17410,1741,0,1,4,4,4,2,3,0,0,0,0,1,1,1,1,0,0,0,0,0,0
17420,1742,1,5,5,2,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0
17430,1743,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
17440,1744,0,2,3,5,5,1,3,0,0,0,0,0,1,1,0,0,0,1,0,0,0
17450,1745,1,3,5,2,1,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
17460,1746,0,3,3,4,5,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0
17470,1747,0,2,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0
17480,1748,1,2,1,2,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0
17490,1749,1,1,3,3,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
17500,1750,1,2,3,3,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
17510,1751,1,5,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
17520,1752,0,3,3,4,5,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0
17530,1753,0,5,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
17540,1754,0,3,5,1,2,3,1,4,0,0,0,0,0,1,0,1,1,1,0,0,0
17550,1755,0,3,5,4,5,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0
17560,1756,0,5,4,4,3,5,2,1,0,0,0,0,0,1,0,1,1,1,0,0,0
17570,1757,1,2,1,3,2,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0
17580,1758,0,5,3,1,4,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0
17590,1759,1,5,2,2,4,3,2,0,0,0,0,1,1,1,0,1,1,0,0,0,0
17600,1760,0,3,5,2,4,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
17610,1761,0,1,1,3,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
17620,1762,0,1,3,4,2,3,4,5,0,0,0,0,0,0,0,1,0,0,0,0,0
17630,1763,1,5,2,2,2,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0
17640,1764,1,5,5,3,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0
17650,1765,0,3,2,4,5,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
17660,1766,0,1,5,3,3,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
17670,1767,0,1,4,2,2,3,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0
17680,1768,0,2,1,4,1,1,3,5,0,0,0,0,0,0,1,1,1,0,0,0,0
17690,1769,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
17700,1770,0,5,2,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
17710,1771,0,2,3,3,3,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0
17720,1772,1,2,2,4,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
17730,1773,0,4,1,2,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0
17740,1774,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
17750,1775,0,2,1,3,4,4,5,2,0,0,0,1,0,1,1,0,0,1,0,0,0
17760,1776,0,2,2,3,5,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0
